verb	label	sentence	start_char	end_char
evidenced	STATIVE	There are findings beginning currently at 33,000 years ago distinctly placing them as domesticated dogs evidenced not only by shortening of the muzzle but widening as well as crowding of teeth.	104	112
suggests	STATIVE	Archaeological evidence suggests that the latest point at which dogs could have diverged from wolves was roughly 15,000 years ago, although it is possible they diverged much earlier.	24	31
including	DYNAMIC	Remains of smaller dogs from Natufian cave deposits in the Middle East, including the earliest burial of a human being with a domestic dog, have been dated to around 10,000 to 12,000 years ago.	72	80
dated	DYNAMIC	The oldest remains of a domesticated dog in the Americas were found in Texas and have been dated to about 9,400 years ago.	91	95
use	STATIVE	Some estimates of divergence dates from DNA evidence use an estimated wolf–coyote divergence date of roughly 700,000 years ago as a calibration.	53	55
suggest	STATIVE	Data suggest dogs first diverged from wolves in East Asia, and these domesticated dogs then quickly migrated throughout the world, reaching the North American continent around 8000 BC.	5	11
show	STATIVE	The oldest groups of dogs, which show the greatest genetic variability and are the most similar to their wolf ancestors, are primarily Asian and African breeds, including the Basenji, Lhasa Apso, and Siberian Husky.	33	36
claimed	STATIVE	"Although it is widely claimed that ""man domesticated the wolf,"" man might not have taken such a proactive role in the process."	22	28
united	STATIVE	An empire is a geographically extensive group of states and peoples (ethnic groups) united and ruled by a central authority, either by a monarch (emperor, empress) or an oligarchy.	84	89
derived	STATIVE	The term empire is derived from the Latin term imperium (a rule, a command; authority, control, power; supreme power, sole dominion; military authority; a dominion, realm) from imperare (to command).	19	25
limits	DYNAMIC	The former method provides greater tribute and direct political control, yet limits further expansion because it absorbs military forces to fixed garrisons.	77	82
composed	STATIVE	This is in contrast to a federation, which is an extensive state voluntarily composed of autonomous states and peoples.	77	84
affecting	STATIVE	It might be a state affecting imperial policies or a particular political structure.	20	28
composed	STATIVE	The terrestrial empire's maritime analogue is the thalassocracy, an empire composed of islands and coasts which are accessible to its terrestrial homeland, such as the Athenian-dominated Delian League.	75	82
maintained	STATIVE	If governmental authority was maintained by controlling water supplies, vital to colonial subjects, such régimes were called hydraulic empires.	30	39
leading	DYNAMIC	"Europeans began applying the designation of ""empire"" to non-European monarchies, such as the Qing dynasty and the Mughal Empire, as well as the Maratha Empire, eventually leading to the looser denotations applicable to any political structure meeting the criteria of ""imperium""."	171	177
styled	DYNAMIC	Some empires styled themselves as having greater size, scope, and power than the territorial, politico-military, and economic facts support.	13	18
renamed	DYNAMIC	"and renamed their states as ""The Empire of ...."""	4	10
lasted	DYNAMIC	By the 6th century BC, after having allied with the Babylonians to defeat the Neo-Assyrian Empire, the Medes were able to establish their own empire, which was the largest of its day and lasted for about sixty years.	187	192
absorbed	STATIVE	The successful, extensive, and multi-cultural Achaemenid Empire (550–330 BC), also known as the first Persian Empire, absorbed Mesopotamia, Egypt, parts of Greece, Thrace, the Middle East, much of Central Asia, and Pakistan, until it was overthrown and replaced by the short-lived empire of Alexander the Great.	118	125
ruled	STATIVE	The Maurya Empire was a geographically extensive and powerful empire in ancient India, ruled by the Mauryan dynasty from 321-185 BC.	87	91
following	DYNAMIC	The empire was founded in 322 BC by Chandragupta Maurya, who rapidly expanded his power westward across central and western India, taking advantage of the disruptions of local powers following the withdrawal by Alexander the Great.	183	191
had	DYNAMIC	By 320 BC, the Maurya Empire had fully occupied northwestern India as well as defeating and conquering the satraps left by Alexander.	29	31
called	DYNAMIC	Fiddle is another name for the bowed string musical instrument more often called a violin.	74	79
referring	DYNAMIC	Lira spread widely westward to Europe; in the 11th and 12th centuries European writers use the terms fiddle and lira interchangeably when referring to bowed instruments (Encyclopædia Britannica.	138	146
bears	STATIVE	The [Teutonic] word bears a singular resemblance in sound to its Latin synonym vitula, vidula, whence French viole, Pr.	20	24
referred	STATIVE	Historically, fiddle also referred to a predecessor of today's violin.	26	33
held	STATIVE	Another family of instruments that contributed to the development of the modern fiddle are the viols, which are held between the legs and played vertically, and have fretted fingerboards.	112	115
represented	DYNAMIC	In performance, a solo fiddler, or one fiddler or two with a group of other instrumentalists, is the norm, though twin fiddling is represented in some North American, Scandinavian, Scottish and Irish styles.	131	141
grouped	DYNAMIC	Violins, on the other hand, are commonly grouped in sections.	41	47
did	STATIVE	These contrasting traditions may be vestiges of historical performance settings: large concert halls where violins were played required more instruments, before electronic amplification, than did more intimate dance halls and houses that fiddlers played in.	192	194
detailed	DYNAMIC	(Different fiddle traditions have different values, as detailed below.	55	62
present	DYNAMIC	These explanations present the differences between fiddle music and other violin music.)	19	25
accompanied	DYNAMIC	Hungarian, Slovenian, and Romanian fiddle players are often accompanied by a three-stringed variant of the viola—known as the kontra—and by double bass, with cimbalom and clarinet being less standard yet still common additions to a band.	60	70
